trip_id,booking_id,trip_start_time,trip_end_time,distance_km,fare
2763,3660,2024-06-15 04:13:00,2024-06-15 05:18:00,8.29,70.86
2764,4236,2023-12-12 03:40:48,2023-12-12 05:32:48,15.9,149.56
2765,1282,2024-10-03 12:44:25,2024-10-03 12:55:25,6.92,102.94
2766,3876,2024-02-28 20:38:22,2024-02-28 22:38:22,35.39,517.29
2767,4234,2025-01-28 23:39:35,2025-01-29 01:03:35,18.03,193.09
2768,3963,2024-11-09 07:28:25,2024-11-09 07:40:25,34.58,452.49
2769,2189,2023-11-03 02:03:44,2023-11-03 03:59:44,36.27,454.11
2770,4739,2025-09-04 23:30:33,2025-09-05 00:46:33,8.09,108.07
2771,325,2024-05-07 11:36:03,2024-05-07 13:12:03,22.17,211.79
2772,3096,2025-02-13 18:48:55,2025-02-13 19:47:55,18.2,226.24
2773,2774,2023-10-27 15:04:32,2023-10-27 17:01:32,17.68,223.28
2774,2687,2024-06-17 18:13:43,2024-06-17 18:38:43,29.74,318.05
2775,1812,2024-08-09 16:43:28,2024-08-09 17:35:28,11.56,101.13
2776,4910,2025-05-30 07:10:08,2025-05-30 07:55:08,29.83,416.04
2777,594,2024-02-03 09:27:20,2024-02-03 10:53:20,30.48,246.05
2778,4559,2024-07-23 05:57:55,2024-07-23 07:40:55,19.14,219.06
2779,4410,2025-07-19 11:29:51,2025-07-19 12:20:51,28.77,337.88
2780,86,2024-03-02 22:40:54,2024-03-02 23:57:54,11.65,106.67
2781,1564,2025-03-18 04:25:18,2025-03-18 05:53:18,31.22,294.52
2782,3250,2023-12-20 23:21:32,2023-12-21 00:26:32,28.32,420.89
2783,3099,2023-12-13 05:17:03,2023-12-13 06:22:03,29.41,281.39
2784,4170,2023-10-18 14:27:34,2023-10-18 14:38:34,7.59,113.18
2785,3072,2024-12-23 07:01:18,2024-12-23 08:15:18,12.81,111.88
2786,399,2025-02-08 04:03:15,2025-02-08 04:45:15,33.02,336.75
2787,3836,2025-02-27 23:53:49,2025-02-28 00:56:49,20.55,295.53
2788,3566,2024-10-08 09:06:38,2024-10-08 09:37:38,11.95,142.65
2789,2684,2023-09-30 01:36:09,2023-09-30 03:34:09,4.27,47.87
2790,3541,2024-11-05 13:39:02,2024-11-05 14:26:02,32.42,260.26
2791,4800,2024-10-29 09:30:28,2024-10-29 11:08:28,23.14,242.44
2792,596,2024-08-15 16:21:57,2024-08-15 17:24:57,28.93,429.68
2793,560,2024-11-29 22:53:08,2024-11-29 23:55:08,28.31,368.48
2794,366,2023-09-10 18:55:00,2023-09-10 20:50:00,20.32,259.15
2795,4996,2023-10-18 18:07:11,2023-10-18 19:04:11,27.58,266.14
2796,405,2025-03-22 12:20:47,2025-03-22 12:53:47,12.87,139.76
2797,412,2024-12-16 20:04:20,2024-12-16 21:07:20,25.23,210.04
2798,3453,2024-04-26 20:46:49,2024-04-26 21:12:49,5.04,42.35
2799,2173,2024-04-02 11:05:42,2024-04-02 12:23:42,13.37,179.02
2800,1570,2025-03-02 23:18:29,2025-03-03 00:48:29,16.46,151.18
2801,4248,2025-03-14 10:31:21,2025-03-14 11:48:21,19.58,236.21
2802,3863,2024-09-21 01:46:26,2024-09-21 03:02:26,36.25,356.93
2803,2385,2024-04-11 09:54:24,2024-04-11 10:49:24,19.13,186.27
2804,4963,2023-12-21 09:15:49,2023-12-21 10:30:49,10.33,84.08
2805,2396,2025-06-09 14:50:08,2025-06-09 15:17:08,36.58,367.71
2806,2075,2023-12-29 19:43:40,2023-12-29 21:03:40,4.01,49.25
2807,2161,2024-10-24 03:30:57,2024-10-24 05:18:57,18.46,179.11
2808,539,2025-08-27 08:32:12,2025-08-27 09:22:12,27.47,299.04
2809,1485,2024-09-29 13:04:42,2024-09-29 13:31:42,17.24,213.42
2810,4000,2025-04-27 01:42:04,2025-04-27 03:42:04,9.64,125.72
2811,2802,2024-06-30 21:43:39,2024-06-30 22:08:39,29.61,410.8
2812,3523,2025-07-31 16:48:53,2025-07-31 18:01:53,7.36,72.38
2813,2825,2023-10-27 06:03:36,2023-10-27 07:17:36,12.93,113.51
2814,2912,2025-06-03 04:25:21,2025-06-03 04:35:21,10.45,131.51
2815,3247,2024-02-20 14:29:38,2024-02-20 15:11:38,13.29,116.69
2816,1671,2024-05-11 08:03:39,2024-05-11 09:59:39,37.74,357.88
2817,3616,2024-06-03 06:07:41,2024-06-03 06:42:41,9.43,92.77
2818,3790,2025-02-02 04:50:11,2025-02-02 05:12:11,7.39,68.56
2819,3572,2024-12-12 03:40:39,2024-12-12 05:22:39,6.96,94.69
2820,4370,2024-05-07 19:56:37,2024-05-07 20:25:37,14.05,180.49
2821,1463,2024-01-25 06:31:19,2024-01-25 07:38:19,14.99,191.31
2822,4811,2023-11-01 06:22:00,2023-11-01 07:48:00,31.37,366.06
2823,3961,2024-02-02 10:21:12,2024-02-02 10:55:12,29.34,256.75
2824,3363,2024-07-15 19:07:38,2024-07-15 21:02:38,5.6,73.4
2825,350,2024-07-18 21:57:27,2024-07-18 22:24:27,7.62,103.3
2826,1842,2024-08-08 02:06:45,2024-08-08 03:06:45,10.8,101.15
2827,624,2024-03-02 05:41:08,2024-03-02 06:53:08,4.98,73.12
2828,4940,2024-01-28 14:37:15,2024-01-28 15:14:15,39.22,467.67
2829,3137,2024-04-12 01:27:21,2024-04-12 02:41:21,14.82,121.13
2830,2247,2024-05-11 14:28:52,2024-05-11 15:53:52,27.06,288.33
2831,3447,2024-07-31 16:04:51,2024-07-31 16:25:51,29.26,349.8
2832,3513,2023-10-13 08:17:43,2023-10-13 08:37:43,27.41,289.73
2833,1030,2024-05-19 00:26:22,2024-05-19 02:08:22,39.57,546.93
2834,2611,2025-08-07 21:53:55,2025-08-07 22:18:55,34.09,412.66
2835,3464,2025-03-26 12:17:19,2025-03-26 12:59:19,20.3,215.4
2836,1193,2025-05-12 08:07:20,2025-05-12 09:25:20,37.76,491.02
2837,1446,2024-05-24 19:00:34,2024-05-24 21:00:34,14.62,163.85
2838,3149,2025-04-01 03:09:39,2025-04-01 04:52:39,8.43,105.5
2839,913,2024-04-23 09:56:19,2024-04-23 11:22:19,8.81,93.83
2840,146,2024-02-01 15:04:38,2024-02-01 15:38:38,32.33,281.28
2841,2529,2024-05-10 20:24:28,2024-05-10 21:08:28,29.06,288.15
2842,4148,2025-01-10 08:18:50,2025-01-10 08:51:50,25.15,354.6
2843,336,2025-04-29 14:26:16,2025-04-29 15:06:16,38.78,527.66
2844,4617,2024-03-12 02:31:59,2024-03-12 03:01:59,37.5,542.99
2845,4885,2024-11-01 02:50:01,2024-11-01 04:10:01,37.16,391.07
2846,3731,2025-06-05 02:49:52,2025-06-05 04:19:52,5.99,82.44
2847,750,2024-01-20 16:11:56,2024-01-20 16:41:56,30.29,435.99
2848,4308,2023-11-17 12:34:39,2023-11-17 13:05:39,2.43,32.79
2849,2154,2025-02-10 09:48:27,2025-02-10 11:45:27,12.37,160.28
2850,4365,2023-10-26 07:46:40,2023-10-26 09:43:40,30.65,356.02
2851,337,2025-08-15 18:48:29,2025-08-15 19:29:29,21.69,318.26
2852,2940,2024-02-26 07:16:33,2024-02-26 09:06:33,18.12,260.69
2853,1580,2025-02-14 16:39:12,2025-02-14 18:07:12,9.2,116.12
2854,4770,2024-04-19 06:49:23,2024-04-19 07:16:23,14.21,183.21
2855,3078,2025-06-14 20:45:32,2025-06-14 21:28:32,8.84,122.43
2856,1610,2025-05-28 04:50:32,2025-05-28 06:10:32,3.1,44.85
2857,1714,2025-03-22 13:22:43,2025-03-22 14:05:43,30.84,292.34
2858,4978,2024-07-16 06:10:45,2024-07-16 06:37:45,8.43,97.56
2859,599,2024-02-26 16:23:46,2024-02-26 17:59:46,22.72,218.44
2860,3623,2024-09-05 17:20:20,2024-09-05 18:37:20,35.24,454.03
2861,1076,2025-03-19 03:09:22,2025-03-19 03:32:22,39.02,431.39
2862,2851,2023-09-16 01:23:42,2023-09-16 03:04:42,25.52,379.02
2863,2574,2025-01-23 23:03:19,2025-01-23 23:39:19,16.9,159.71
2864,310,2024-11-23 07:37:57,2024-11-23 07:50:57,34.37,460.24
2865,2176,2024-08-08 03:37:41,2024-08-08 04:30:41,38.33,347.17
2866,1398,2025-06-12 05:49:51,2025-06-12 06:04:51,26.31,316.18
2867,4337,2024-07-31 07:58:47,2024-07-31 08:59:47,2.11,29.71
2868,4580,2025-05-27 11:42:23,2025-05-27 13:22:23,12.15,177.23
2869,3093,2025-02-18 13:50:02,2025-02-18 15:33:02,15.67,231.37
2870,3935,2023-11-27 12:07:26,2023-11-27 13:30:26,26.57,243.96
2871,2500,2025-08-08 10:26:59,2025-08-08 11:51:59,15.2,208.44
2872,522,2024-06-09 19:50:16,2024-06-09 21:24:16,26.38,216.11
2873,1164,2023-12-23 09:02:54,2023-12-23 09:22:54,28.76,417.86
2874,2653,2024-11-11 13:35:52,2024-11-11 14:09:52,5.86,50.11
2875,1444,2025-04-10 01:13:06,2025-04-10 02:46:06,37.98,565.03
2876,774,2024-08-02 04:42:38,2024-08-02 06:05:38,22.55,270.97
2877,688,2025-06-25 17:56:26,2025-06-25 18:25:26,33.96,454.99
2878,1346,2025-07-19 11:06:40,2025-07-19 12:00:40,34.4,423.55
2879,2121,2024-08-06 23:59:08,2024-08-07 00:58:08,8.17,67.41
2880,3459,2025-07-27 06:44:18,2025-07-27 08:12:18,32.12,310.68
2881,503,2023-10-17 09:03:31,2023-10-17 09:44:31,39.64,561.77
2882,1512,2024-02-29 23:42:26,2024-03-01 00:14:26,21.5,260.52
2883,1824,2025-09-03 06:45:12,2025-09-03 08:45:12,25.05,366.76
2884,656,2024-07-28 14:59:37,2024-07-28 16:37:37,8.61,115.0
2885,3642,2023-09-07 18:09:12,2023-09-07 19:44:12,16.12,175.53
2886,2011,2025-05-24 19:32:28,2025-05-24 21:06:28,7.78,92.26
2887,763,2023-09-19 11:55:06,2023-09-19 13:45:06,26.73,341.79
2888,3272,2024-01-20 22:35:25,2024-01-20 23:07:25,11.67,105.03
2889,233,2024-10-04 02:27:08,2024-10-04 02:44:08,14.11,166.89
2890,3857,2024-04-04 21:38:56,2024-04-04 23:22:56,30.91,299.26
2891,3796,2023-12-01 12:58:48,2023-12-01 13:39:48,39.05,475.2
2892,2407,2025-07-24 01:23:25,2025-07-24 02:18:25,8.85,76.54
2893,1518,2025-04-27 10:27:00,2025-04-27 10:59:00,21.01,307.31
2894,2055,2024-07-20 01:29:28,2024-07-20 01:47:28,36.06,295.33
2895,418,2025-06-09 05:23:53,2025-06-09 06:42:53,29.71,239.85
2896,983,2024-06-06 12:01:22,2024-06-06 13:52:22,4.05,32.5
2897,209,2024-09-12 12:54:12,2024-09-12 13:04:12,19.32,203.46
2898,3355,2024-03-02 02:06:56,2024-03-02 03:38:56,14.0,130.97
2899,2816,2025-07-15 17:55:50,2025-07-15 19:34:50,12.36,155.17
2900,4427,2024-01-11 15:13:52,2024-01-11 15:48:52,31.96,276.11
2901,4832,2025-06-23 08:39:10,2025-06-23 09:28:10,35.8,504.16
2902,1021,2024-08-30 21:24:03,2024-08-30 22:31:03,26.36,380.5
2903,3195,2025-05-05 05:37:04,2025-05-05 06:44:04,24.33,344.34
2904,3788,2024-10-22 18:22:45,2024-10-22 18:32:45,7.83,75.44
2905,4729,2025-05-08 18:21:41,2025-05-08 19:40:41,30.89,378.29
2906,1609,2024-08-20 13:44:11,2024-08-20 15:43:11,3.33,38.51
2907,4324,2024-03-07 03:12:39,2024-03-07 04:21:39,27.94,252.71
2908,4243,2024-05-17 21:19:09,2024-05-17 21:41:09,23.27,238.18
2909,3893,2024-06-28 20:07:58,2024-06-28 21:51:58,11.14,95.56
2910,2887,2025-02-20 06:28:29,2025-02-20 07:40:29,18.92,191.4
2911,1241,2024-07-27 02:09:38,2024-07-27 04:09:38,19.39,169.67
2912,4077,2023-12-26 23:35:24,2023-12-27 00:30:24,37.31,468.06
2913,4517,2025-03-21 19:01:04,2025-03-21 19:44:04,36.23,374.78
2914,710,2024-01-07 21:48:24,2024-01-07 23:04:24,22.04,201.62
2915,2040,2024-05-29 06:48:06,2024-05-29 07:14:06,24.58,266.41
2916,4289,2024-04-21 13:59:11,2024-04-21 14:28:11,11.52,163.92
2917,4952,2024-11-25 06:51:47,2024-11-25 08:40:47,5.19,63.76
2918,356,2024-09-10 16:02:23,2024-09-10 17:14:23,3.07,37.64
2919,1123,2025-08-21 11:58:33,2025-08-21 13:44:33,4.18,42.75
2920,1778,2024-01-20 20:50:23,2024-01-20 21:26:23,22.4,267.95
2921,4772,2023-11-27 21:19:48,2023-11-27 23:03:48,27.87,338.62
2922,2514,2023-10-18 09:21:27,2023-10-18 09:46:27,17.46,153.24
2923,2496,2024-01-27 05:28:17,2024-01-27 05:39:17,33.57,475.46
2924,1841,2024-05-05 13:22:44,2024-05-05 14:52:44,12.13,110.03
2925,3030,2025-08-04 00:22:04,2025-08-04 02:05:04,25.67,375.49
2926,4445,2024-09-03 07:08:30,2024-09-03 08:40:30,39.93,448.66
2927,809,2024-05-28 15:36:13,2024-05-28 16:19:13,39.36,394.99
2928,2348,2023-10-10 19:09:39,2023-10-10 21:08:39,27.87,290.31
2929,1565,2024-09-28 22:33:29,2024-09-28 22:55:29,8.27,111.99
2930,360,2024-11-26 12:41:07,2024-11-26 14:33:07,9.37,80.34
2931,1741,2025-02-28 05:28:49,2025-02-28 07:05:49,26.58,251.76
2932,1132,2025-08-04 09:03:04,2025-08-04 11:03:04,35.83,394.32
2933,1615,2024-06-23 22:40:26,2024-06-24 00:20:26,8.65,72.53
2934,3604,2023-11-11 04:04:49,2023-11-11 04:14:49,28.55,357.66
2935,1380,2025-07-20 18:22:12,2025-07-20 19:38:12,21.12,289.7
2936,437,2025-01-29 07:53:07,2025-01-29 08:43:07,4.0,50.44
2937,721,2023-10-04 03:04:28,2023-10-04 04:28:28,37.99,508.49
2938,576,2023-09-21 12:08:34,2023-09-21 12:18:34,31.88,408.11
2939,4373,2025-04-07 08:17:52,2025-04-07 08:27:52,39.13,372.89
2940,3443,2024-04-14 05:41:21,2024-04-14 06:09:21,19.86,255.69
2941,4342,2023-10-24 07:41:33,2023-10-24 09:24:33,27.22,294.88
2942,3340,2024-11-22 09:22:23,2024-11-22 10:03:23,2.35,27.25
2943,3552,2024-08-04 16:16:19,2024-08-04 17:50:19,36.17,345.69
2944,4041,2023-10-09 22:33:53,2023-10-09 23:05:53,5.36,65.78
2945,738,2025-03-01 18:32:29,2025-03-01 20:09:29,16.18,220.54
2946,2139,2024-06-03 16:50:27,2024-06-03 18:12:27,35.26,349.12
2947,608,2023-11-07 20:36:22,2023-11-07 20:56:22,4.77,43.19
2948,3350,2025-06-26 00:27:48,2025-06-26 01:26:48,9.65,128.1
2949,379,2024-10-06 05:16:56,2024-10-06 06:44:56,29.46,261.66
2950,1984,2024-09-17 17:34:32,2024-09-17 18:43:32,16.25,217.26
2951,1179,2025-05-19 10:47:42,2025-05-19 12:22:42,23.97,227.16
2952,3715,2024-08-06 17:24:20,2024-08-06 19:14:20,19.16,154.86
2953,2565,2025-04-02 16:26:00,2025-04-02 17:41:00,14.8,192.04
2954,1350,2024-06-19 03:43:52,2024-06-19 04:46:52,16.38,163.09
2955,575,2024-04-12 10:07:55,2024-04-12 11:03:55,29.02,238.39
2956,1997,2024-01-23 01:32:12,2024-01-23 03:21:12,18.21,232.64
2957,1356,2024-06-08 03:10:54,2024-06-08 04:16:54,2.09,28.13
2958,241,2025-02-16 07:46:39,2025-02-16 08:46:39,4.43,44.34
2959,1091,2025-06-26 13:54:50,2025-06-26 14:56:50,17.77,165.94
2960,345,2024-02-20 18:43:37,2024-02-20 20:28:37,37.81,387.52
2961,3495,2024-11-17 07:17:40,2024-11-17 08:29:40,24.02,263.26
2962,81,2023-09-11 09:06:11,2023-09-11 10:43:11,22.31,241.4
2963,1188,2024-12-02 03:43:23,2024-12-02 04:00:23,2.14,18.45
2964,2508,2025-06-03 18:01:20,2025-06-03 19:31:20,11.43,114.38
2965,1722,2023-09-11 11:41:31,2023-09-11 12:57:31,29.9,294.74
2966,2247,2024-02-21 20:01:31,2024-02-21 21:41:31,13.69,151.37
2967,2437,2023-12-09 14:01:40,2023-12-09 15:00:40,10.12,102.78
2968,2029,2025-01-03 10:11:07,2025-01-03 10:39:07,25.54,371.32
2969,4714,2025-03-29 07:14:50,2025-03-29 08:30:50,13.6,175.99
2970,1591,2024-07-17 20:05:37,2024-07-17 20:19:37,33.61,491.89
2971,4351,2024-12-24 14:46:46,2024-12-24 15:00:46,3.4,35.64
2972,4851,2023-11-19 20:40:55,2023-11-19 21:49:55,35.77,416.7
2973,4814,2023-09-29 00:30:03,2023-09-29 01:27:03,27.24,314.0
2974,696,2024-11-01 08:07:55,2024-11-01 08:37:55,14.25,203.1
2975,2923,2023-10-24 23:01:13,2023-10-24 23:19:13,8.72,95.31
2976,4845,2025-04-28 00:52:58,2025-04-28 01:26:58,28.86,373.02
2977,2341,2025-02-13 20:54:43,2025-02-13 22:12:43,8.57,90.08
2978,1682,2024-06-10 05:35:29,2024-06-10 06:37:29,28.29,308.33
2979,562,2023-09-08 22:04:05,2023-09-09 00:02:05,11.15,120.19
2980,750,2024-11-17 05:44:03,2024-11-17 06:06:03,6.75,63.36
2981,2452,2023-11-18 04:48:06,2023-11-18 06:00:06,18.81,207.02
2982,2446,2024-02-23 22:12:13,2024-02-23 23:53:13,22.11,185.78
2983,1747,2024-10-12 04:10:41,2024-10-12 05:09:41,37.16,418.32
2984,319,2024-10-17 10:07:22,2024-10-17 10:33:22,5.18,56.36
2985,1498,2025-02-14 23:27:48,2025-02-15 00:06:48,3.33,44.19
2986,2341,2023-11-13 05:22:08,2023-11-13 06:52:08,10.69,107.44
2987,974,2024-07-28 01:44:58,2024-07-28 02:53:58,30.9,316.09
2988,4568,2023-12-01 00:17:33,2023-12-01 01:43:33,21.25,316.66
2989,1435,2025-05-24 14:25:35,2025-05-24 15:45:35,8.86,124.15
2990,175,2025-08-04 12:45:32,2025-08-04 14:34:32,6.41,67.18
2991,2857,2025-05-21 00:41:08,2025-05-21 02:34:08,31.3,467.2
2992,3270,2024-06-18 11:28:52,2024-06-18 13:03:52,29.62,276.15
2993,525,2023-11-10 02:53:31,2023-11-10 04:20:31,8.62,107.02
2994,3237,2024-09-20 09:04:13,2024-09-20 10:45:13,13.96,181.86
2995,1273,2024-07-29 06:42:17,2024-07-29 07:54:17,25.8,265.46
2996,4116,2024-03-19 13:46:37,2024-03-19 14:53:37,11.93,98.27
2997,246,2023-10-20 21:23:52,2023-10-20 22:09:52,3.23,34.74
2998,4770,2024-02-14 11:03:38,2024-02-14 12:23:38,16.46,212.44
2999,267,2024-08-04 23:34:28,2024-08-05 00:51:28,11.36,104.03
3000,3562,2024-01-20 19:04:21,2024-01-20 19:43:21,6.66,98.58
3001,2329,2024-01-29 19:51:51,2024-01-29 21:09:51,18.68,226.95
3002,857,2025-05-02 17:34:02,2025-05-02 19:33:02,22.41,231.44
3003,4797,2025-03-03 03:16:05,2025-03-03 05:15:05,18.52,158.75
3004,2381,2024-02-08 03:21:27,2024-02-08 04:21:27,11.66,127.39
3005,1247,2025-06-26 17:02:50,2025-06-26 18:44:50,18.48,166.28
3006,1349,2025-01-25 22:17:44,2025-01-25 22:50:44,6.14,62.23
3007,770,2025-08-07 22:51:17,2025-08-08 00:24:17,37.07,417.67
3008,285,2025-04-13 21:13:34,2025-04-13 21:51:34,25.71,223.53
3009,489,2024-08-09 15:37:58,2024-08-09 17:01:58,2.9,37.24
3010,2988,2023-12-31 19:34:03,2023-12-31 19:47:03,23.02,304.31
3011,2623,2024-06-03 02:22:32,2024-06-03 03:27:32,22.14,202.06
3012,3954,2024-11-25 08:39:29,2024-11-25 09:45:29,4.93,47.75
3013,4825,2023-10-16 23:05:04,2023-10-17 00:18:04,34.91,459.42
3014,1158,2025-05-15 13:04:46,2025-05-15 13:20:46,5.83,57.89
3015,2232,2025-06-22 02:11:02,2025-06-22 03:11:02,33.96,280.53
3016,2345,2023-12-07 10:50:47,2023-12-07 11:16:47,8.73,93.18
3017,3699,2025-04-28 22:06:32,2025-04-28 23:31:32,9.01,114.43
3018,2809,2025-06-14 12:08:39,2025-06-14 13:52:39,29.95,446.39
3019,3147,2024-09-24 19:02:50,2024-09-24 20:40:50,24.42,198.25
3020,2527,2025-06-19 13:02:12,2025-06-19 14:53:12,27.2,388.04
3021,2770,2024-05-06 18:12:22,2024-05-06 19:02:22,24.87,345.41
3022,864,2025-01-15 11:08:45,2025-01-15 12:09:45,32.03,459.29
3023,2696,2024-01-22 13:40:06,2024-01-22 15:21:06,37.05,392.82
3024,2808,2025-04-13 13:31:56,2025-04-13 15:17:56,17.62,257.02
3025,762,2024-09-11 20:48:10,2024-09-11 22:47:10,29.9,261.11
3026,3134,2025-06-25 06:49:45,2025-06-25 07:07:45,31.17,361.1
3027,2868,2025-06-01 05:44:05,2025-06-01 06:40:05,19.03,278.18
3028,2582,2025-04-03 03:09:42,2025-04-03 04:58:42,35.02,411.1
3029,1485,2023-09-10 13:51:36,2023-09-10 14:49:36,30.29,294.48
3030,3318,2023-09-29 18:28:07,2023-09-29 18:56:07,18.93,186.51
3031,3752,2024-10-26 15:46:34,2024-10-26 16:17:34,28.63,255.95
3032,3821,2024-05-17 04:03:12,2024-05-17 04:43:12,19.65,224.79
3033,959,2025-03-20 02:44:16,2025-03-20 04:32:16,17.75,144.56
3034,722,2025-03-04 17:08:42,2025-03-04 17:26:42,28.34,290.09
3035,617,2024-10-10 10:55:13,2024-10-10 12:00:13,15.81,211.83
3036,2679,2025-03-15 07:49:02,2025-03-15 09:33:02,36.11,296.61
3037,1939,2025-03-08 19:23:05,2025-03-08 21:12:05,12.2,137.78
3038,1735,2024-04-23 02:51:39,2024-04-23 03:17:39,24.32,258.65
3039,393,2025-07-06 08:03:57,2025-07-06 09:58:57,38.16,364.44
3040,4342,2024-08-04 14:12:41,2024-08-04 14:39:41,24.94,371.17
3041,2768,2025-04-01 15:14:59,2025-04-01 15:51:59,14.17,146.39
3042,1373,2024-01-20 22:33:51,2024-01-20 23:11:51,26.66,285.75
3043,2407,2025-05-08 06:44:17,2025-05-08 08:42:17,29.51,303.92
3044,4684,2024-07-31 11:34:50,2024-07-31 12:22:50,3.4,42.12
3045,4633,2024-10-25 07:27:54,2024-10-25 08:54:54,32.41,301.14
3046,2960,2024-08-15 06:04:59,2024-08-15 06:33:59,12.68,135.11
3047,3650,2024-11-01 12:38:56,2024-11-01 13:12:56,3.45,34.55
3048,4076,2024-08-01 01:35:03,2024-08-01 03:25:03,16.44,149.83
3049,1895,2025-02-26 14:11:54,2025-02-26 15:20:54,20.89,254.45
3050,1642,2024-03-28 00:39:52,2024-03-28 01:20:52,32.44,319.9
3051,930,2024-12-14 14:23:42,2024-12-14 15:39:42,7.82,111.56
3052,1402,2024-09-11 13:33:34,2024-09-11 15:15:34,11.11,101.93
3053,546,2025-06-23 05:26:24,2025-06-23 06:52:24,25.3,305.23
3054,2829,2023-12-11 18:18:27,2023-12-11 18:56:27,26.98,225.41
3055,2181,2024-04-04 23:58:48,2024-04-05 00:10:48,14.19,131.02
3056,3357,2025-07-10 02:22:02,2025-07-10 02:52:02,10.03,95.83
3057,1875,2024-03-05 03:50:54,2024-03-05 05:33:54,30.45,350.64
3058,4680,2025-02-10 14:00:30,2025-02-10 14:47:30,9.65,107.03
3059,3679,2023-12-01 23:27:50,2023-12-02 00:29:50,11.02,123.21
3060,1728,2024-06-13 18:27:22,2024-06-13 19:04:22,27.46,290.3
3061,697,2023-10-29 07:31:46,2023-10-29 09:19:46,28.51,294.46
3062,2669,2024-11-19 22:55:55,2024-11-20 00:47:55,8.46,86.86
3063,2419,2024-11-30 00:57:28,2024-11-30 02:44:28,15.11,192.67
3064,384,2025-06-06 14:34:58,2025-06-06 14:44:58,20.6,255.88
3065,1632,2025-09-02 19:17:17,2025-09-02 20:19:17,9.45,83.04
3066,664,2025-04-14 01:15:27,2025-04-14 03:06:27,15.0,202.05
3067,2278,2024-10-18 23:26:03,2024-10-19 00:55:03,22.81,221.94
3068,237,2024-05-12 12:23:53,2024-05-12 12:37:53,35.34,329.46
3069,685,2025-04-01 02:07:12,2025-04-01 03:13:12,11.68,126.83
3070,711,2024-12-07 15:17:38,2024-12-07 16:27:38,23.49,345.08
3071,541,2023-11-21 20:14:41,2023-11-21 21:15:41,14.97,191.65
3072,4453,2024-07-06 10:21:03,2024-07-06 11:10:03,11.77,106.53
3073,2380,2025-02-01 19:16:58,2025-02-01 19:51:58,18.11,241.93
3074,4778,2024-01-15 19:53:21,2024-01-15 21:39:21,16.32,155.54
3075,4249,2025-06-14 15:43:01,2025-06-14 16:13:01,6.21,72.5
3076,2486,2024-03-05 22:35:03,2024-03-05 23:36:03,9.89,90.12
3077,2764,2025-07-30 05:15:55,2025-07-30 06:34:55,4.91,51.89
3078,1004,2024-09-07 06:11:07,2024-09-07 06:28:07,37.36,477.11
3079,3463,2024-11-18 19:23:01,2024-11-18 20:43:01,12.11,161.88
3080,124,2024-05-24 01:23:00,2024-05-24 02:49:00,32.16,444.48
3081,1527,2024-08-19 02:05:02,2024-08-19 02:28:02,38.53,394.4
3082,4113,2024-10-22 08:13:47,2024-10-22 09:28:47,30.6,337.28
3083,4722,2024-09-24 09:37:57,2024-09-24 09:59:57,25.52,346.46
3084,473,2023-11-25 03:48:52,2023-11-25 05:13:52,21.21,204.76
3085,2581,2025-07-19 03:39:07,2025-07-19 04:51:07,22.59,214.21
3086,4974,2025-01-14 22:13:10,2025-01-14 23:51:10,34.71,376.63
3087,3617,2025-03-13 18:45:58,2025-03-13 19:25:58,14.43,175.27
3088,3287,2024-05-09 21:26:32,2024-05-09 23:25:32,9.01,129.57
3089,3238,2023-12-04 19:15:50,2023-12-04 19:32:50,10.51,124.31
3090,4965,2024-09-27 02:07:24,2024-09-27 02:32:24,15.02,132.55
3091,2750,2025-08-10 06:45:09,2025-08-10 07:10:09,29.87,268.98
3092,2161,2024-05-31 22:53:17,2024-05-31 23:19:17,18.24,192.27
3093,4264,2024-03-19 21:45:38,2024-03-19 22:15:38,30.49,317.04
3094,4707,2025-08-26 21:49:11,2025-08-26 23:08:11,14.85,203.74
3095,1465,2024-05-15 03:09:51,2024-05-15 03:53:51,11.52,128.75
3096,533,2023-11-09 20:07:40,2023-11-09 20:56:40,6.75,67.92
3097,4887,2025-06-15 19:18:59,2025-06-15 20:58:59,32.71,303.79
3098,1347,2025-03-28 10:28:24,2025-03-28 11:44:24,38.86,317.33
3099,4153,2024-10-02 15:55:00,2024-10-02 16:21:00,29.71,336.91
3100,162,2024-10-07 10:52:18,2024-10-07 12:51:18,17.94,268.98
3101,3895,2025-01-14 13:03:40,2025-01-14 14:40:40,37.16,405.71
3102,302,2024-10-14 20:38:25,2024-10-14 21:20:25,31.14,408.83
3103,4779,2024-07-17 23:02:26,2024-07-17 23:43:26,9.92,141.11
3104,1833,2025-07-30 16:56:14,2025-07-30 18:20:14,14.25,171.45
3105,3173,2024-07-20 01:59:44,2024-07-20 02:51:44,36.84,493.7
3106,2048,2024-12-12 19:26:02,2024-12-12 20:21:02,34.51,469.86
3107,4061,2024-08-20 21:46:15,2024-08-20 23:19:15,12.48,135.66
3108,4280,2025-05-23 10:07:41,2025-05-23 11:18:41,36.5,422.18
3109,4569,2024-03-06 11:38:14,2024-03-06 12:55:14,18.21,202.44
3110,2191,2023-10-24 20:37:23,2023-10-24 21:29:23,19.82,255.35
3111,2916,2023-09-12 03:36:41,2023-09-12 03:46:41,8.75,90.52
3112,1956,2025-05-29 12:30:48,2025-05-29 12:40:48,4.63,64.63
3113,4255,2024-12-12 22:05:13,2024-12-12 23:39:13,11.72,135.31
